session;treatment;period;phase;profit;subject;q;qi_min;Subject;client;Geschlecht;Alter;Trust_1;Trust_2;LM_1;LM_2;LM_3;LM_4;LM_5;LM_6;LM_7;LM_8;LM_9;LM_10;MM_1;MM_2;MM_3;MM_4;MM_5;MM_6;Studiengang;#N;#E;#T
S01;weakR;3;4;262.88;14;24;21;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;4;273.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;4;86;16;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;289.5;1;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;252;2;40;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;241.5;3;45;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;204;4;60;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;282;5;40;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;319.5;6;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;271.5;7;45;45;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;132;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;215;9;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;222.5;10;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;234.5;11;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;206.5;12;35;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;278.5;13;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;267.88;14;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;278.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;4;70.5;16;95;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;299.5;1;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;262;2;40;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;227.5;3;55;45;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;214;4;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;254;5;60;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;339.5;6;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;291.5;7;45;45;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;152;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;215;9;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;222.5;10;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;234.5;11;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;206.5;12;35;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;284.5;13;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;272.5;14;25;24;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;284.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;4;55;16;100;95;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;240;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;229.5;2;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;210;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;157.5;4;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;285;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;274.5;6;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;237;7;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;87;8;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;205;9;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;212.5;10;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;224.5;11;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;212.5;12;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;234.5;13;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;239;14;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;234.5;15;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;1;5;134.5;16;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;264.5;1;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;252.5;2;25;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;227;3;40;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;192.5;4;55;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;289.5;5;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;289.5;6;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;252;7;40;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;102;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;220;9;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;227.5;10;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;227.5;11;25;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;220;12;30;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;244.5;13;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;239;14;20;10;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;244.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;2;5;144.5;16;65;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;294.5;1;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;266.5;2;35;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;222.5;3;55;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;209;4;60;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;291.48;5;16;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;292.5;6;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;250.92;7;42;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;105;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;235;9;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;235;10;30;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;235;11;30;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;226.5;12;35;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;249.5;13;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;244;14;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;249.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;3;5;134;16;70;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;304.5;1;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;256.5;2;45;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;232.5;3;55;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;219;4;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;292.48;5;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;293.5;6;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;249.82;7;43;42;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;106;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;245;9;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;245;10;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;236.5;11;35;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;227;12;40;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;249.5;13;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;244;14;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;249.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;4;5;134;16;70;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;304.5;1;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;256.5;2;45;45;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;232.5;3;55;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;219;4;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;292;5;20;16;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;297.5;6;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;253.82;7;43;43;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;110;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;245;9;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;245;10;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;236.5;11;35;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;227;12;40;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;137;13;90;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;319;14;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;324.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S01;weakR;5;5;209;16;70;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;182;1;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;254;2;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;369.5;3;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;269.5;4;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;192;5;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;247.5;6;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;279.5;7;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;374;8;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;187;9;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;315;10;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;315;11;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;302.5;12;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;209;13;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;324.5;14;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;137;15;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;319;16;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;354;17;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;259.5;18;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;210;19;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;1;259.5;20;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;259;1;70;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;225;2;80;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;362.5;3;25;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;259;4;70;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;147;5;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;306.5;6;35;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;275;7;50;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;315;8;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;262.5;9;75;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;322.5;10;55;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;262.5;11;75;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;309;12;60;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;180;13;80;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;334;14;10;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;142;15;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;324;16;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;249.5;17;15;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;212;18;40;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;249.5;19;15;80;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;1;190;20;50;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;137;1;90;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;324.5;2;15;80;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;287;3;40;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;265;4;50;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;217;5;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;345;6;50;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;332.5;7;55;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;255;8;80;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;320;9;50;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;294;10;60;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;230;11;80;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;294;12;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;170;13;50;80;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;234;14;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;229.5;15;15;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;217.5;16;25;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;339;17;10;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;315;18;30;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;105;19;100;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;1;234.5;20;65;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;329.5;1;15;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;214;2;70;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;329.5;3;15;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;100;4;100;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;270;5;50;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;270;6;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;270;7;50;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;270;8;50;80;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;184;9;70;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;214;10;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;262;11;40;80;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;310;12;0;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;199.5;13;15;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;194;14;20;10;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;199.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;194;16;20;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;287.5;17;25;10;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;214;18;60;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;294;19;20;100;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;1;199.5;20;65;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;284.5;1;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;265;2;30;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;97;3;90;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;279;4;20;100;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;290;5;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;200;6;80;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;217.5;7;75;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;349.5;8;15;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;317;9;40;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;295;10;50;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;205;11;80;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;282.5;12;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;199.5;13;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;194;14;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;199.5;15;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;194;16;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;277.5;17;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;174;18;70;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;230;19;50;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;1;289.5;20;15;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;324;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;142;2;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;324;3;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;214;4;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;360;5;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;287.5;6;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;287.5;7;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;232;8;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;237.5;9;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;310;10;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;284;11;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;297.5;12;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;259;13;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;374.5;14;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;187;15;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;259;16;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;294.5;17;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;209;18;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;294.5;19;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;1;2;162.5;20;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;367.5;1;25;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;192;2;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;264;3;70;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;279.5;4;65;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;277;5;90;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;332.5;6;75;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;315;7;80;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;277;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;290;9;50;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;264;10;60;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;264;11;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;290;12;50;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;221.5;13;85;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;389.5;14;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;274;15;70;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;202;16;90;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;229;17;20;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;175;18;50;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;229;19;20;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;2;2;234.5;20;15;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;310;1;30;25;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;324;2;20;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;142;3;90;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;244;4;60;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;302;5;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;302;6;90;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;302;7;90;80;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;302;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;202.5;9;55;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;189;10;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;274.5;11;15;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;274.5;12;15;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;317.5;13;55;85;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;389.5;14;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;202;15;90;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;160;16;100;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;249.5;17;15;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;212;18;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;221.5;19;35;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;3;2;230;20;30;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;369.5;1;15;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;254;2;70;20;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;182;3;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;269.5;4;65;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;302;5;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;302;6;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;302;7;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;302;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;305;9;50;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;305;10;50;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;279;11;60;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;232.5;12;75;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;226.5;13;85;55;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;394.5;14;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;245;15;80;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;226.5;16;85;100;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;209.5;17;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;209.5;18;15;40;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;209.5;19;15;35;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;4;2;181.5;20;35;30;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;234.5;1;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;239;2;10;70;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;234.5;3;15;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;134.5;4;65;65;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;227;5;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;227;6;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;414.5;7;15;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;227;8;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;295;9;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;317;10;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;269;11;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;222.5;12;75;75;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;250;13;80;85;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;399.5;14;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;
S02;base;5;2;250;15;80;80;;;;;;;;;;;;;;;;;;;;;;;;;;
